id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
3125,0.00046875,0.0,0.009677595454755378,0.004174463425450484,0.0005555555555555556,0.0,0.00041666666666666664,0.000681619138164396,0.002357897474284657,0.07407021166921025,0.050673603171928275,0.06128194486874145,0.0018482032587894446,0.05949681960385163,0.04308249006369965,0.0033451240519239336,0.0012766541464053688,0.0,0.0005555555555555556,0.001,0.010459127837168373,0.010845869609051761,0.005715342750290791,0.016248307841574182,0.12014499389830582,0.0,0.12000785683688274,0.0016241185439298646,0.00014705882352941175,0.0010864928641118145,0.04465538923429,0.024591506438159043,0.005434773111491378,0.0022107084940003376,0.007031560921652044,0.0025450291732969617,0.0635743000033192,0.0018674110073481143,0.01293354456649618,0.0017540897922563403,0.005568943565421985,0.0,0.009022896648605979,0.003916749695269595,0.0005405405405405405,0.0020754924301483926,0.0013333333333333333,0.0004664570230607966,0.00491886249920119,0.0061829797192449335,0.0008901557493106789,0.026421921302403548,0.0017485679816040365,0.02673011144638453,0.0019228896103896103,0.006362471565422249,0.0010657248157248155,0.00653883732337503,0.09720249161801647,0.0,0.029249937280405067
3126,0.005025011571485128,0.00017857142857142857,0.0009845149996021328,0.01102581760031955,0.005899722896079268,0.0042173773572391415,0.0,0.0023058309770420983,0.0008224901442001991,0.005313606663225488,0.005012219712323349,0.00554786536438662,0.0,0.0045979862811355915,0.001550449998030643,0.004073722339862193,0.0039962734574264715,0.0,0.006181525182134937,0.00014285714285714284,0.031375854041816156,0.011671776087553336,0.006641726125750001,0.0175805399346242,0.0034587458406439924,0.001159502262443439,0.7701872454543848,0.0,0.0,0.0,0.0038683454746429717,0.003446323059878191,0.003882336787238198,0.003678579528983351,0.005582316595331494,0.008457589721907778,0.006597796938607656,0.0,0.0008653783238288898,0.0,0.0007490655124926225,0.0027251416061887163,0.001376764276998358,0.0013597658435608607,0.0,0.0,0.00044505494505494507,0.002072327833439846,0.0023702096836170196,0.008874244560996648,0.007414989298508329,0.003940582712424012,0.0,0.0047979768015092425,0.0004651162790697674,0.0023566498249822025,0.0017205973906741171,0.007897951085226246,0.0012318759744008913,0.0003259485612426789,0.004545838516057742
3127,0.005249836890641234,0.07220313274954282,0.005090580130184102,0.0076571854729441564,0.0017349676929656584,0.017769119818670298,0.04448577181307778,0.02604241176430311,0.013384517533840994,0.001753623188405797,0.0,0.0,0.00043719806763285025,0.0,0.0,0.0032936365269338637,0.05248023053040394,0.031952241053633375,0.0017407699610874129,0.0015184985223914526,0.0001923076923076923,0.005681033709031031,0.0003888888888888889,0.0006086926478717523,0.00022222222222222223,0.0031498607320713575,0.13010693466863762,0.0356185758724952,0.0052628506421638944,0.008366650822109247,0.0030589289098054166,0.0015355080100319422,0.004313856229623671,0.01996351591808022,0.005673676473677769,0.019405713900955093,0.005261810041317444,0.05814509254270928,0.0008109040717736369,0.0016753026581756722,0.041484258684239,0.016614766452220688,0.0030807944371494607,0.013666380689654702,0.007126240300602665,0.020324137089457222,0.004297352764167975,0.03073267942679883,0.01638464109318474,0.01046519181775941,0.002950854414601078,0.0,0.0,0.00025,0.032603922059044554,0.017081603898668463,0.1359408126018886,0.0,0.0,0.04459276467201568,0.006167551227939037
3128,0.007719378171162378,0.011905677208032373,0.02439476604507903,0.007140999861998684,0.0,0.008391158485048166,0.0009786967418546366,0.010883116065463938,0.0018202067126978866,0.0033010474802454915,0.0006918865107018417,0.0008138377302140368,0.0,0.0,0.00013157894736842105,0.000795021518537237,0.016763563464676518,0.0,0.0,0.0,0.0061759134432433525,0.029628855492549042,0.009762131973993362,0.006053408488214217,0.000700570835495589,0.0,0.6171138363464975,0.0009198139025725232,0.0025996774716110405,0.0014009890154468468,0.012056605828106793,0.00357380730542224,0.004917050400793795,0.02646893932141482,0.01080207813032676,0.0012214665896854806,0.004954022806876761,0.002928600236222741,0.003515038284548827,0.0009520723112424099,0.002770378158684006,0.0026399188271151743,0.031912403766005036,0.019907360639546744,0.0002962962962962963,0.0,0.0,0.0008333333333333333,0.007956177235305421,0.013352590661417538,0.011606651314152,0.0002798434442270058,0.0,0.0002904040404040404,0.0019232943737941904,0.018211482577021477,0.0038180440501208875,0.012675068473602415,0.000260840108401084,0.0,0.02979009957322838
3129,0.005559707986879651,0.0,0.0,0.001393662807097602,0.0034139557297511148,0.0026813883629349133,0.0,0.0,0.0027705767335916565,0.000855813191016557,0.0015561342973884234,0.0003333333333333333,0.0,0.0007401475717358892,0.00021052631578947367,0.003430649922665002,0.0007671250318309142,0.0,0.001453071413712146,0.0,0.006598878532811187,0.0021985882120153215,0.0024750353556387394,0.005760398753288439,0.0,0.00010526315789473683,0.9262793942540999,0.0,0.00014705882352941175,0.0,0.0,0.0004943181818181818,0.003524313739784195,0.0015870944030780922,0.0021221958104351364,0.0013006864717718073,0.0010918368306920866,0.0,0.0001818181818181818,0.0,0.0,0.001169679640809643,0.00010752688172043012,0.00014705882352941175,0.0,0.0,0.0005842217484008529,0.0,0.0001818181818181818,0.008247848726773067,0.006091340140758835,0.0,0.0,0.00016666666666666666,0.0,0.0,0.000196078431372549,0.0024368984961323247,0.0003225806451612903,0.00037151702786377707,0.0009437911825906017
3130,0.015118019472410184,0.11199400787901512,0.006170241120375595,0.007559093902521407,0.0,0.021281340807654092,0.021843956156413834,0.030641431587627787,0.009083099000206646,0.0003488372093023256,0.0,0.0,0.00011627906976744185,0.0,0.0,0.002200586982449543,0.06263874530544412,0.006349525589661514,0.0004663487016428193,0.000392156862745098,0.0,0.004954116082049373,0.0011492673992673991,0.0,0.0,0.0028681195459237794,0.29050416910086124,0.024663079314665555,0.006791152580514977,0.00923104465224852,0.0011584840654608095,0.00033850129198966406,0.006778161284201472,0.017132069972847802,0.004545896234059798,0.03316085949774108,0.000608974358974359,0.02698510298027988,0.00025316455696202533,0.0022564915209520226,0.025713702134636928,0.013938602371692947,0.008092682826657677,0.02495453861328531,0.006129967874758973,0.0031765337631195862,0.0020663486611015693,0.009579797237652867,0.019199787352200813,0.029471374787203953,0.0044972659108271544,0.0,0.0,0.0,0.012198831553331185,0.008122415899888076,0.0812664383520795,0.003075435345848919,0.0,0.0017982662352841177,0.017135686994193124
3131,0.0016164343214763383,0.0014285714285714286,0.0018276627363884457,0.003219711478185362,0.000522989187372749,0.00043906810035842294,0.0,0.0,0.00030052264808362367,0.0,0.0009015731817807429,0.0006675107670762472,0.0,0.0,0.0,0.0018569908181855154,0.0003750815394651011,0.0,0.0008283322502835537,0.0,0.0016126794469271091,0.001977040332795524,0.002616992461945635,0.003409946594061971,0.0023171184937686236,0.0,0.9045233306863514,0.0,0.0,0.0,0.0,0.0,0.0015443106808448145,0.003680638470463579,0.0036692977778211328,0.0008284632034632035,0.00136754735893938,0.0,0.00022727272727272727,0.0,0.0,0.0006621914121914121,0.008042333996910225,0.010098927467939391,0.0,0.0,0.0003425253991291727,0.0,0.0011086950244015132,0.005631074661486099,0.004683451536027514,0.0002,0.0,0.0,0.0,0.0015466998754669987,0.0,0.018754776457907078,0.0,0.0,0.007170237476657952
3132,0.012099977588716608,0.06383815195698729,0.012260483435961674,0.013313635992522832,0.0,0.019339707045316974,0.02606028710363108,0.024021305751540187,0.013941542229108208,0.001353623188405797,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0037804512930041767,0.06062760094980775,0.0050903383299346705,0.0,0.0,0.0001923076923076923,0.013780868534907571,0.0,0.0007579463792150359,0.0,0.003526952348726542,0.23694836294144145,0.02136040385263295,0.00704533398441544,0.018001968369253322,0.002759572410448918,0.0011898105001553277,0.004769211303875469,0.023101011701334495,0.009566355974450522,0.03806181297736013,0.0015990983683566024,0.03122984499606161,0.0009167450906581342,0.0014638584248953454,0.02789749933307447,0.019517940813755782,0.01047708759133903,0.028967301394192867,0.006979195665849033,0.01646013741722948,0.000992179863147605,0.016490676053020445,0.016768042572029476,0.02024339224681637,0.0032688452213061013,0.0,0.0,0.00025,0.022199340806006863,0.03668430584402746,0.08981267022041382,0.0,0.0,0.002184797729152568,0.008537746242934588
3133,0.0,0.0,0.0,0.0,0.0,0.0,0.0011010284331518451,0.0011197591939666313,0.7866197621740559,0.0019796433244211958,0.0,0.00801188221120917,0.006161654208822132,0.0,0.0,0.0002127659574468085,0.0010638297872340426,0.0002127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015585292053405838,0.004704806687565308,0.09242767983156819,0.015535220564650681,0.0,0.0,0.0007632978723404255,0.0,0.0005505319148936171,0.0006382978723404255,0.0,0.001724137931034483,0.005464114788351374,0.0024112937652508884,0.0003448275862068965,0.0,0.0026178569004716825,0.007314740117771632,0.0069493879929087045,0.007000726331221849,0.0,0.0032674912895367682,0.00788080368991495,0.0016918544386370232,0.0,0.005668288887018013,0.00514399037068374,0.0,0.0010394916178274498,0.0,0.00022988505747126436,0.0,0.0,0.0,0.004562891191173946
3134,0.00015151515151515152,0.012676481971845052,0.00718317189303789,0.0026121780938674817,0.0,0.000608974358974359,0.18793193840548494,0.007286032034820643,0.016783515539335814,0.0012687389770723104,0.0004490392648287385,0.000816624895572264,0.0,0.0016201963241436923,0.0005952380952380952,0.001356006912983657,0.004814782918231194,0.0023221743565574023,0.0,0.0,0.0004938271604938272,0.0016301098843734504,0.00017857142857142857,0.0009621212121212121,0.0014186507936507936,0.0,0.03742811866972095,0.008051162445768012,0.0004520479520479521,0.010540658651532024,0.00020833333333333332,0.0,0.0018762576916229894,0.003662603150209155,0.0017563072193835147,0.0029160529966731517,0.006075211269902418,0.27179089241115195,0.01278859555435866,0.000769603458556947,0.012324974852661302,0.001248559348271992,0.0025099726949992145,0.005690776871021838,0.016350487548118783,0.029520538424510828,0.0,0.26543880038290474,0.014970829521908762,0.002595253657628376,0.001210486649440138,0.0014708646616541355,0.0,0.0015392068133296204,0.014577188683992468,0.009465505103855312,0.00594689446356113,0.0,0.00041666666666666664,0.00011494252873563218,0.0031323166497585096
